ID,Date,Primary Type,Description,Arrest,Domestic,Community Area,Latitude,Longitude,Date_TS,Month,Day,Hour,Year,Crime_Category
6681517,12/29/2008 03:00:00 PM,THEFT,$500 AND UNDER,false,true,26,41.88577687,-87.73134035,2008-12-29T15:00:00.000+02:00,12,29,15,2008,Non-Violent
6037347,01/22/2008 10:40:00 PM,BURGLARY,FORCIBLE ENTRY,false,false,69,41.755559453,-87.619867879,2008-01-22T22:40:00.000+02:00,1,22,22,2008,Non-Violent
6113849,03/03/2008 01:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,77,41.989043709,-87.669922058,2008-03-03T13:00:00.000+02:00,3,3,13,2008,Violent
6674452,12/23/2008 03:13:00 AM,CRIMINAL DAMAGE,TO PROPERTY,false,false,50,41.702490996,-87.603866153,2008-12-23T03:13:00.000+02:00,12,23,3,2008,Non-Violent
6618292,11/18/2008 07:30:00 PM,THEFT,OVER $500,false,false,19,41.93180142,-87.763806922,2008-11-18T19:30:00.000+02:00,11,18,19,2008,Non-Violent
6001606,01/06/2008 07:01:25 PM,BATTERY,SIMPLE,false,false,25,41.884669511,-87.754005522,2008-01-06T19:01:25.000+02:00,1,6,19,2008,Violent
6642119,11/19/2008 09:00:00 AM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,true,false,29,41.868180939,-87.709271389,2008-11-19T09:00:00.000+02:00,11,19,9,2008,Non-Violent
6069254,02/10/2008 03:30:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,false,false,53,41.678727863,-87.617839914,2008-02-10T15:30:00.000+02:00,2,10,15,2008,Violent
6160788,03/26/2008 09:00:00 PM,PROSTITUTION,SOLICIT ON PUBLIC WAY,true,false,42,41.774792544,-87.615193152,2008-03-26T21:00:00.000+02:00,3,26,21,2008,Non-Violent
6129867,02/29/2008 01:40:00 PM,THEFT,$500 AND UNDER,false,false,71,41.750154295,-87.661008708,2008-02-29T13:40:00.000+02:00,2,29,13,2008,Non-Violent
6017415,01/12/2008 06:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,false,false,29,41.859063312,-87.707032701,2008-01-12T18:00:00.000+02:00,1,12,18,2008,Non-Violent
6118589,03/06/2008 05:10:00 PM,THEFT,RETAIL THEFT,false,false,32,41.883500187,-87.627876698,2008-03-06T17:10:00.000+02:00,3,6,17,2008,Non-Violent
6114797,03/03/2008 10:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,15,41.961266127,-87.751227486,2008-03-03T22:00:00.000+02:00,3,3,22,2008,Violent
6032777,01/21/2008 04:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,false,false,43,41.769467841,-87.586237993,2008-01-21T16:00:00.000+02:00,1,21,16,2008,Non-Violent
6641935,11/03/2008 12:00:00 PM,DECEPTIVE PRACTICE,"THEFT BY LESSEE,MOTOR VEH",true,false,56,41.801692642,-87.742991505,2008-11-03T12:00:00.000+02:00,11,3,12,2008,Non-Violent
6675489,12/22/2008 09:23:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,false,true,44,41.750664221,-87.612490079,2008-12-22T09:23:00.000+02:00,12,22,9,2008,Violent
6613589,11/17/2008 03:30:00 AM,NARCOTICS,POSS: CRACK,true,false,46,41.736739325,-87.55279961,2008-11-17T03:30:00.000+02:00,11,17,3,2008,Non-Violent
6654797,12/10/2008 12:00:00 PM,BURGLARY,UNLAWFUL ENTRY,false,false,58,41.812771127,-87.70168071,2008-12-10T12:00:00.000+02:00,12,10,12,2008,Non-Violent
6675851,12/19/2008 05:00:00 PM,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",false,false,70,41.74806235,-87.682801662,2008-12-19T17:00:00.000+02:00,12,19,17,2008,Non-Violent
6158316,03/06/2008 12:00:00 PM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,false,false,5,41.947418518,-87.689490819,2008-03-06T12:00:00.000+02:00,3,6,12,2008,Non-Violent
6623056,11/21/2008 10:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,49,41.697126147,-87.624527265,2008-11-21T10:00:00.000+02:00,11,21,10,2008,Violent
5999734,01/03/2008 08:25:00 PM,OTHER OFFENSE,TELEPHONE THREAT,false,false,7,41.916470399,-87.641571088,2008-01-03T20:25:00.000+02:00,1,3,20,2008,Non-Violent
6679365,12/28/2008 01:00:00 AM,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,false,false,16,41.959844625,-87.709429324,2008-12-28T01:00:00.000+02:00,12,28,1,2008,Non-Violent
5993334,01/01/2008 10:22:43 AM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,1,42.00711743,-87.670006581,2008-01-01T10:22:43.000+02:00,1,1,10,2008,Violent
6642683,12/02/2008 07:10:00 PM,CRIMINAL DAMAGE,TO PROPERTY,false,false,35,41.845169197,-87.625314164,2008-12-02T19:10:00.000+02:00,12,2,19,2008,Non-Violent
6117707,03/03/2008 11:20:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,true,false,49,41.722421445,-87.604486948,2008-03-03T11:20:00.000+02:00,3,3,11,2008,Non-Violent
6630796,09/25/2008 05:00:00 PM,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,false,false,29,41.862117771,-87.703038145,2008-09-25T17:00:00.000+02:00,9,25,17,2008,Non-Violent
6101983,02/25/2008 07:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,4,41.96409236,-87.685590906,2008-02-25T19:00:00.000+02:00,2,25,19,2008,Violent
6086820,02/20/2008 09:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,false,true,35,41.839464759,-87.623233908,2008-02-20T21:00:00.000+02:00,2,20,21,2008,Non-Violent
6052567,01/30/2008 09:41:51 AM,ASSAULT,SIMPLE,false,false,32,41.880653112,-87.634396649,2008-01-30T09:41:51.000+02:00,1,30,9,2008,Violent
6682883,12/30/2008 12:20:00 PM,NARCOTICS,POSS: HEROIN(WHITE),true,false,25,41.889818651,-87.754190376,2008-12-30T12:20:00.000+02:00,12,30,12,2008,Non-Violent
6683261,12/30/2008 09:30:00 AM,THEFT,PURSE-SNATCHING,false,false,63,41.793325627,-87.688923014,2008-12-30T09:30:00.000+02:00,12,30,9,2008,Non-Violent
6139968,03/16/2008 10:55:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,44,41.750601338,-87.606429378,2008-03-16T22:55:00.000+02:00,3,16,22,2008,Violent
6118293,03/06/2008 11:10:00 AM,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,true,false,39,41.811419728,-87.600731459,2008-03-06T11:10:00.000+02:00,3,6,11,2008,Violent
6668001,12/19/2008 08:00:00 AM,BURGLARY,FORCIBLE ENTRY,false,false,64,41.776268845,-87.760202737,2008-12-19T08:00:00.000+02:00,12,19,8,2008,Non-Violent
6685202,12/31/2008 06:19:52 PM,ROBBERY,ATTEMPT: ARMED-HANDGUN,false,false,67,41.76230003,-87.65577608,2008-12-31T18:19:52.000+02:00,12,31,18,2008,Violent
6045333,01/28/2008 07:33:00 PM,ROBBERY,ARMED: HANDGUN,false,false,48,41.735949053,-87.591759652,2008-01-28T19:33:00.000+02:00,1,28,19,2008,Violent
6662641,12/15/2008 01:36:07 PM,DECEPTIVE PRACTICE,BOGUS CHECK,false,false,32,41.876382676,-87.630734588,2008-12-15T13:36:07.000+02:00,12,15,13,2008,Non-Violent
6136685,03/16/2008 03:44:43 PM,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,true,false,68,41.789696851,-87.653544184,2008-03-16T15:44:43.000+02:00,3,16,15,2008,Non-Violent
6680360,12/25/2008 08:00:00 PM,THEFT,OVER $500,false,false,60,41.831891786,-87.643697079,2008-12-25T20:00:00.000+02:00,12,25,20,2008,Non-Violent
6737551,12/01/2008 12:00:00 AM,THEFT,FINANCIAL ID THEFT:$300 &UNDER,false,false,68,,,2008-12-01T00:00:00.000+02:00,12,1,0,2008,Non-Violent
6081852,02/17/2008 08:36:10 PM,NARCOTICS,POSS: HEROIN(WHITE),true,false,23,41.895422368,-87.720348395,2008-02-17T20:36:10.000+02:00,2,17,20,2008,Non-Violent
6017669,01/13/2008 08:00:00 PM,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,true,false,3,41.965325805,-87.66287305,2008-01-13T20:00:00.000+02:00,1,13,20,2008,Non-Violent
6138534,03/17/2008 10:45:00 AM,ROBBERY,ARMED: HANDGUN,false,false,68,41.768928365,-87.638913575,2008-03-17T10:45:00.000+02:00,3,17,10,2008,Violent
6674113,12/23/2008 01:00:00 PM,THEFT,$500 AND UNDER,false,false,25,41.877857676,-87.754974025,2008-12-23T13:00:00.000+02:00,12,23,13,2008,Non-Violent
6616487,11/17/2008 03:30:00 PM,CRIMINAL DAMAGE,TO VEHICLE,false,false,39,41.803474876,-87.583690122,2008-11-17T15:30:00.000+02:00,11,17,15,2008,Non-Violent
6085338,02/07/2008 02:51:00 PM,NARCOTICS,POSS: METHAMPHETAMINES,true,false,11,41.972865009,-87.769748025,2008-02-07T14:51:00.000+02:00,2,7,14,2008,Non-Violent
6664501,12/16/2008 10:00:00 PM,THEFT,$500 AND UNDER,false,false,6,41.960278565,-87.670797758,2008-12-16T22:00:00.000+02:00,12,16,22,2008,Non-Violent
6158553,03/28/2008 01:50:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,11,41.969207536,-87.778311398,2008-03-28T01:50:00.000+02:00,3,28,1,2008,Violent
6665290,12/16/2008 07:00:00 PM,THEFT,OVER $500,false,false,25,41.886813294,-87.748694109,2008-12-16T19:00:00.000+02:00,12,16,19,2008,Non-Violent
6142215,03/19/2008 08:00:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,false,false,58,41.811189396,-87.693068752,2008-03-19T08:00:00.000+02:00,3,19,8,2008,Non-Violent
6642731,12/01/2008 02:00:00 AM,THEFT,OVER $500,false,false,65,41.773968844,-87.727522172,2008-12-01T02:00:00.000+02:00,12,1,2,2008,Non-Violent
6698995,11/17/2008 10:00:00 AM,DECEPTIVE PRACTICE,FORGERY,false,false,5,41.957216272,-87.680903131,2008-11-17T10:00:00.000+02:00,11,17,10,2008,Non-Violent
6607913,10/07/2008 12:00:00 PM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,false,false,2,42.007142825,-87.709280128,2008-10-07T12:00:00.000+02:00,10,7,12,2008,Non-Violent
6676239,12/19/2008 10:00:00 PM,THEFT,$500 AND UNDER,false,false,38,41.817419877,-87.621430469,2008-12-19T22:00:00.000+02:00,12,19,22,2008,Non-Violent
6636288,11/29/2008 04:30:00 PM,CRIMINAL DAMAGE,TO STATE SUP PROP,false,false,24,41.905965405,-87.674213984,2008-11-29T16:30:00.000+02:00,11,29,16,2008,Non-Violent
6080355,02/16/2008 08:30:00 PM,THEFT,$500 AND UNDER,false,false,69,41.757515673,-87.611445829,2008-02-16T20:30:00.000+02:00,2,16,20,2008,Non-Violent
6003029,01/01/2008 04:48:15 PM,CRIMINAL DAMAGE,TO PROPERTY,false,true,38,41.821308212,-87.623155726,2008-01-01T16:48:15.000+02:00,1,1,16,2008,Non-Violent
6159150,03/09/2008 04:14:00 PM,NARCOTICS,POSS: COCAINE,true,false,75,41.693157608,-87.682476443,2008-03-09T16:14:00.000+02:00,3,9,16,2008,Non-Violent
6097861,02/25/2008 11:45:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,false,false,69,41.75915642,-87.626396045,2008-02-25T11:45:00.000+02:00,2,25,11,2008,Non-Violent
6135374,03/14/2008 02:53:00 AM,CRIMINAL DAMAGE,TO PROPERTY,true,false,56,41.798899349,-87.786887278,2008-03-14T02:53:00.000+02:00,3,14,2,2008,Non-Violent
6632911,11/22/2008 07:05:00 PM,CRIMINAL DAMAGE,TO VEHICLE,false,false,33,41.859936038,-87.623980263,2008-11-22T19:05:00.000+02:00,11,22,19,2008,Non-Violent
6694044,12/11/2008 05:00:00 PM,THEFT,OVER $500,false,false,73,41.709361337,-87.633643981,2008-12-11T17:00:00.000+02:00,12,11,17,2008,Non-Violent
6606968,11/12/2008 11:39:00 PM,NARCOTICS,POSS: HEROIN(WHITE),true,false,23,41.902727001,-87.71973487,2008-11-12T23:39:00.000+02:00,11,12,23,2008,Non-Violent
6011999,01/10/2008 10:15:41 AM,CRIMINAL TRESPASS,TO STATE SUP LAND,false,false,33,41.850517353,-87.627031661,2008-01-10T10:15:41.000+02:00,1,10,10,2008,Non-Violent
5999998,01/04/2008 06:30:00 PM,BURGLARY,FORCIBLE ENTRY,false,false,22,41.918758485,-87.695995923,2008-01-04T18:30:00.000+02:00,1,4,18,2008,Non-Violent
6666204,12/17/2008 11:00:00 PM,THEFT,OVER $500,false,false,27,41.886302825,-87.714640454,2008-12-17T23:00:00.000+02:00,12,17,23,2008,Non-Violent
6097751,02/23/2008 04:30:00 PM,BURGLARY,FORCIBLE ENTRY,false,false,49,41.699312157,-87.611108464,2008-02-23T16:30:00.000+02:00,2,23,16,2008,Non-Violent
6016768,01/13/2008 10:30:00 PM,ROBBERY,STRONGARM - NO WEAPON,false,false,28,41.866863357,-87.665305287,2008-01-13T22:30:00.000+02:00,1,13,22,2008,Violent
6630480,11/24/2008 05:15:17 PM,ROBBERY,ATTEMPT: ARMED-HANDGUN,false,false,42,41.773492629,-87.572275172,2008-11-24T17:15:17.000+02:00,11,24,17,2008,Violent
6135928,03/16/2008 03:00:00 AM,ROBBERY,ARMED: HANDGUN,false,false,71,41.74868991,-87.652800648,2008-03-16T03:00:00.000+02:00,3,16,3,2008,Violent
6623762,11/21/2008 09:50:20 AM,THEFT,FROM BUILDING,false,false,61,41.813601484,-87.665099694,2008-11-21T09:50:20.000+02:00,11,21,9,2008,Non-Violent
6019254,01/14/2008 11:30:00 PM,THEFT,$500 AND UNDER,false,false,28,41.868579626,-87.659857373,2008-01-14T23:30:00.000+02:00,1,14,23,2008,Non-Violent
6624129,11/20/2008 10:30:00 PM,CRIMINAL DAMAGE,TO PROPERTY,false,false,19,41.925949115,-87.75743188,2008-11-20T22:30:00.000+02:00,11,20,22,2008,Non-Violent
6009142,01/02/2008 12:00:00 PM,CRIMINAL DAMAGE,TO PROPERTY,false,false,68,41.793241202,-87.634129641,2008-01-02T12:00:00.000+02:00,1,2,12,2008,Non-Violent
6705082,10/08/2008 09:00:00 AM,THEFT,AGG: FINANCIAL ID THEFT,false,false,25,41.876749135,-87.747959666,2008-10-08T09:00:00.000+02:00,10,8,9,2008,Non-Violent
6013013,01/09/2008 08:55:00 PM,ROBBERY,ARMED: HANDGUN,false,false,41,41.788785842,-87.590193962,2008-01-09T20:55:00.000+02:00,1,9,20,2008,Violent
6647430,12/04/2008 12:00:00 PM,BURGLARY,FORCIBLE ENTRY,false,false,75,41.687053043,-87.664587644,2008-12-04T12:00:00.000+02:00,12,4,12,2008,Non-Violent
6623560,11/21/2008 09:00:00 PM,THEFT,FROM BUILDING,true,false,23,41.902819704,-87.707924015,2008-11-21T21:00:00.000+02:00,11,21,21,2008,Non-Violent
6650983,12/07/2008 04:06:00 PM,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,false,false,62,41.799520795,-87.723342683,2008-12-07T16:06:00.000+02:00,12,7,16,2008,Non-Violent
6610045,11/12/2008 09:45:00 PM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,false,false,46,41.747076042,-87.571033507,2008-11-12T21:45:00.000+02:00,11,12,21,2008,Non-Violent
6020677,01/14/2008 08:48:51 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,true,false,20,41.918985343,-87.727251129,2008-01-14T20:48:51.000+02:00,1,14,20,2008,Non-Violent
6019046,01/14/2008 09:45:00 PM,CRIMINAL TRESPASS,TO LAND,true,false,28,41.881348623,-87.674525788,2008-01-14T21:45:00.000+02:00,1,14,21,2008,Non-Violent
6130974,03/13/2008 06:45:00 AM,CRIMINAL DAMAGE,TO VEHICLE,false,false,62,41.800464977,-87.723370404,2008-03-13T06:45:00.000+02:00,3,13,6,2008,Non-Violent
6007769,01/08/2008 04:21:08 PM,ROBBERY,STRONGARM - NO WEAPON,false,false,2,41.994682993,-87.699543021,2008-01-08T16:21:08.000+02:00,1,8,16,2008,Violent
6024528,01/16/2008 07:30:00 PM,ASSAULT,SIMPLE,false,false,73,41.713753878,-87.642987258,2008-01-16T19:30:00.000+02:00,1,16,19,2008,Violent
6090328,02/20/2008 05:00:00 PM,THEFT,FROM BUILDING,false,false,28,41.877745385,-87.638206774,2008-02-20T17:00:00.000+02:00,2,20,17,2008,Non-Violent
6669118,12/20/2008 03:57:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,true,true,24,41.905676731,-87.695501545,2008-12-20T03:57:00.000+02:00,12,20,3,2008,Violent
6078644,02/12/2008 11:00:00 PM,THEFT,POCKET-PICKING,false,false,8,41.897837503,-87.624097243,2008-02-12T23:00:00.000+02:00,2,12,23,2008,Non-Violent
6684091,12/30/2008 02:36:00 PM,ASSAULT,AGGRAVATED PO: HANDGUN,true,false,42,41.777945849,-87.60952661,2008-12-30T14:36:00.000+02:00,12,30,14,2008,Violent
6035101,01/18/2008 12:24:00 PM,CRIMINAL TRESPASS,TO STATE SUP LAND,false,false,8,41.899540054,-87.640009077,2008-01-18T12:24:00.000+02:00,1,18,12,2008,Non-Violent
6609876,11/12/2008 08:10:00 AM,BATTERY,SIMPLE,false,false,69,41.765316099,-87.611625977,2008-11-12T08:10:00.000+02:00,11,12,8,2008,Violent
6605383,11/11/2008 05:07:00 PM,CRIMINAL DAMAGE,TO VEHICLE,false,false,51,41.708059885,-87.56727567,2008-11-11T17:07:00.000+02:00,11,11,17,2008,Non-Violent
6643255,11/26/2008 11:50:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,true,false,60,41.833776004,-87.652252333,2008-11-26T11:50:00.000+02:00,11,26,11,2008,Non-Violent
6674894,12/23/2008 03:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,false,true,66,41.769517169,-87.680840034,2008-12-23T15:00:00.000+02:00,12,23,15,2008,Non-Violent
6615746,11/17/2008 11:10:00 PM,THEFT,OVER $500,false,false,35,41.823822003,-87.617855783,2008-11-17T23:10:00.000+02:00,11,17,23,2008,Non-Violent
6641729,12/02/2008 07:45:00 PM,THEFT,OVER $500,false,false,23,,,2008-12-02T19:45:00.000+02:00,12,2,19,2008,Non-Violent
6648534,12/07/2008 12:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,false,false,62,41.798047561,-87.720848148,2008-12-07T00:00:00.000+02:00,12,7,0,2008,Non-Violent
6669326,12/19/2008 10:54:59 AM,BATTERY,SIMPLE,false,false,43,41.754691074,-87.557038686,2008-12-19T10:54:59.000+02:00,12,19,10,2008,Violent
6006268,01/07/2008 05:00:00 PM,THEFT,$500 AND UNDER,false,false,38,41.819719964,-87.621493041,2008-01-07T17:00:00.000+02:00,1,7,17,2008,Non-Violent
6669046,12/04/2008 12:00:00 AM,DECEPTIVE PRACTICE,FORGERY,false,false,5,41.949455549,-87.694058057,2008-12-04T00:00:00.000+02:00,12,4,0,2008,Non-Violent
6156686,03/27/2008 04:01:00 AM,CRIMINAL TRESPASS,TO VEHICLE,true,false,24,41.899424408,-87.664936638,2008-03-27T04:01:00.000+02:00,3,27,4,2008,Non-Violent
6125082,03/09/2008 04:37:21 PM,THEFT,FROM BUILDING,false,false,1,42.019399237,-87.675049485,2008-03-09T16:37:21.000+02:00,3,9,16,2008,Non-Violent
6615041,11/17/2008 09:30:00 AM,THEFT,$500 AND UNDER,false,false,17,41.958902502,-87.786783523,2008-11-17T09:30:00.000+02:00,11,17,9,2008,Non-Violent
6645469,12/03/2008 04:00:00 PM,BURGLARY,FORCIBLE ENTRY,false,false,70,41.747771478,-87.685234189,2008-12-03T16:00:00.000+02:00,12,3,16,2008,Non-Violent
6147851,03/23/2008 04:25:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,47,41.72870489,-87.596151187,2008-03-23T04:25:00.000+02:00,3,23,4,2008,Violent
6611081,11/13/2008 11:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,false,false,77,41.976849298,-87.656426645,2008-11-13T11:00:00.000+02:00,11,13,11,2008,Non-Violent
6076166,02/10/2008 05:00:00 PM,OTHER OFFENSE,TELEPHONE THREAT,false,true,63,41.792671697,-87.709663337,2008-02-10T17:00:00.000+02:00,2,10,17,2008,Non-Violent
6640273,12/02/2008 10:30:00 AM,THEFT,$500 AND UNDER,false,false,13,41.980107086,-87.708786546,2008-12-02T10:30:00.000+02:00,12,2,10,2008,Non-Violent
6653800,12/08/2008 07:06:28 PM,NARCOTICS,POSS: HEROIN(WHITE),true,false,23,41.898924497,-87.731856014,2008-12-08T19:06:28.000+02:00,12,8,19,2008,Non-Violent
6022987,01/15/2008 02:25:05 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,true,false,1,42.011544731,-87.666851285,2008-01-15T14:25:05.000+02:00,1,15,14,2008,Non-Violent
6619636,11/20/2008 12:17:00 AM,BATTERY,SIMPLE,false,false,6,41.958644596,-87.669171245,2008-11-20T00:17:00.000+02:00,11,20,0,2008,Violent
6110750,03/02/2008 05:03:00 AM,NARCOTICS,POSS: COCAINE,true,false,66,41.786420835,-87.692820242,2008-03-02T05:03:00.000+02:00,3,2,5,2008,Non-Violent
6161134,03/26/2008 06:00:00 PM,THEFT,OVER $500,false,false,16,41.959046176,-87.734706551,2008-03-26T18:00:00.000+02:00,3,26,18,2008,Non-Violent
6065313,02/07/2008 06:15:00 PM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,false,false,43,41.759548331,-87.56477236,2008-02-07T18:15:00.000+02:00,2,7,18,2008,Non-Violent
6661069,12/15/2008 01:00:00 AM,THEFT,OVER $500,false,false,24,41.901307552,-87.680785681,2008-12-15T01:00:00.000+02:00,12,15,1,2008,Non-Violent
6713932,12/27/2008 12:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,false,false,19,41.923954937,-87.767543972,2008-12-27T12:00:00.000+02:00,12,27,12,2008,Non-Violent
5998146,01/03/2008 02:25:00 AM,THEFT,OVER $500,false,false,45,41.747000588,-87.590518478,2008-01-03T02:25:00.000+02:00,1,3,2,2008,Non-Violent
6011164,01/10/2008 11:00:00 AM,THEFT,FROM BUILDING,false,true,25,41.876891751,-87.741517829,2008-01-10T11:00:00.000+02:00,1,10,11,2008,Non-Violent
6666563,12/17/2008 08:06:51 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,1,42.021640851,-87.673072164,2008-12-17T20:06:51.000+02:00,12,17,20,2008,Violent
6036542,01/23/2008 05:30:00 PM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,false,true,27,41.873372456,-87.713212037,2008-01-23T17:30:00.000+02:00,1,23,17,2008,Non-Violent
6119295,03/07/2008 11:10:00 AM,THEFT,RETAIL THEFT,false,false,24,41.903695631,-87.667503909,2008-03-07T11:10:00.000+02:00,3,7,11,2008,Non-Violent
6114352,02/29/2008 10:00:00 PM,BURGLARY,FORCIBLE ENTRY,false,false,43,41.76302982,-87.590909093,2008-02-29T22:00:00.000+02:00,2,29,22,2008,Non-Violent
6691453,11/18/2008 09:09:00 PM,PROSTITUTION,SOLICIT FOR BUSINESS,true,false,30,41.851327229,-87.704017656,2008-11-18T21:09:00.000+02:00,11,18,21,2008,Non-Violent
6134781,03/15/2008 01:45:00 PM,THEFT,FROM BUILDING,false,false,8,41.909800222,-87.651841553,2008-03-15T13:45:00.000+02:00,3,15,13,2008,Non-Violent
6639946,11/23/2008 10:10:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,true,false,44,41.750588193,-87.605220177,2008-11-23T22:10:00.000+02:00,11,23,22,2008,Non-Violent
6679061,12/27/2008 06:05:00 PM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,false,false,66,41.767785899,-87.683328245,2008-12-27T18:05:00.000+02:00,12,27,18,2008,Violent
6110952,03/02/2008 08:30:00 PM,ROBBERY,ARMED: HANDGUN,false,false,35,41.84238663,-87.623553916,2008-03-02T20:30:00.000+02:00,3,2,20,2008,Violent
6680551,12/24/2008 11:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,71,41.746727177,-87.662506593,2008-12-24T23:45:00.000+02:00,12,24,23,2008,Violent
