ID,Date,Primary Type,Description,Arrest,Domestic,Community Area,Latitude,Longitude,Date_TS,Month,Day,Hour,Year,Crime_Category
11215506,01/27/2018 10:45:00 AM,CRIMINAL DAMAGE,TO PROPERTY,false,false,19,41.924123091,-87.755026727,2018-01-27T10:45:00.000+02:00,1,27,10,2018,Non-Violent
11218293,01/29/2018 03:00:00 PM,BATTERY,AGGRAVATED: OTHER DANG WEAPON,false,false,19,41.933780135,-87.777269865,2018-01-29T15:00:00.000+02:00,1,29,15,2018,Violent
11199398,01/09/2018 01:00:00 PM,BATTERY,SIMPLE,false,false,52,41.688218178,-87.537357913,2018-01-09T13:00:00.000+02:00,1,9,13,2018,Violent
11213282,01/24/2018 10:14:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,true,true,68,41.772583096,-87.637895348,2018-01-24T22:14:00.000+02:00,1,24,22,2018,Violent
11205008,01/15/2018 07:35:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,true,false,67,41.791200801,-87.665724773,2018-01-15T19:35:00.000+02:00,1,15,19,2018,Non-Violent
11195548,01/04/2018 02:22:00 PM,THEFT,OVER $500,false,false,54,41.6530627,-87.615628469,2018-01-04T14:22:00.000+02:00,1,4,14,2018,Non-Violent
11207730,01/18/2018 07:50:00 PM,ASSAULT,AGGRAVATED: HANDGUN,false,false,53,41.668103653,-87.639178322,2018-01-18T19:50:00.000+02:00,1,18,19,2018,Violent
11213233,01/24/2018 06:16:00 PM,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,false,true,66,41.772986419,-87.700546154,2018-01-24T18:16:00.000+02:00,1,24,18,2018,Violent
11219458,01/31/2018 03:45:00 PM,ASSAULT,SIMPLE,true,true,19,41.919081304,-87.767568654,2018-01-31T15:45:00.000+02:00,1,31,15,2018,Violent
11201028,01/10/2018 05:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,false,false,17,41.943879652,-87.781982655,2018-01-10T17:00:00.000+02:00,1,10,17,2018,Non-Violent
11198646,01/08/2018 03:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,68,41.767943282,-87.651765093,2018-01-08T15:45:00.000+02:00,1,8,15,2018,Violent
11205397,01/16/2018 07:49:00 AM,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,true,false,70,41.740196326,-87.730448553,2018-01-16T07:49:00.000+02:00,1,16,7,2018,Violent
11216284,01/20/2018 03:50:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,69,41.761404236,-87.612740084,2018-01-20T15:50:00.000+02:00,1,20,15,2018,Violent
11205272,01/16/2018 09:15:00 AM,THEFT,$500 AND UNDER,false,false,27,41.874060099,-87.705924314,2018-01-16T09:15:00.000+02:00,1,16,9,2018,Non-Violent
11208981,01/18/2018 08:00:00 PM,ASSAULT,SIMPLE,false,true,68,41.777309867,-87.640802922,2018-01-18T20:00:00.000+02:00,1,18,20,2018,Violent
11202962,01/11/2018 02:31:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,false,false,33,41.859936038,-87.623980263,2018-01-11T14:31:00.000+02:00,1,11,14,2018,Non-Violent
11220300,02/01/2018 02:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,true,false,61,41.796558942,-87.650075738,2018-02-01T14:00:00.000+02:00,2,1,14,2018,Non-Violent
11214228,01/25/2018 06:04:00 PM,BATTERY,AGGRAVATED: HANDGUN,true,false,23,41.895955178,-87.716328708,2018-01-25T18:04:00.000+02:00,1,25,18,2018,Violent
11195691,01/05/2018 01:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,46,41.73659457,-87.556952553,2018-01-05T01:00:00.000+02:00,1,5,1,2018,Violent
11222699,02/04/2018 12:00:00 AM,BURGLARY,UNLAWFUL ENTRY,false,false,56,41.79492248,-87.767532402,2018-02-04T00:00:00.000+02:00,2,4,0,2018,Non-Violent
11203018,01/13/2018 07:30:00 AM,CRIMINAL DAMAGE,TO VEHICLE,false,true,62,41.788769861,-87.716371206,2018-01-13T07:30:00.000+02:00,1,13,7,2018,Non-Violent
11222910,02/04/2018 12:00:00 PM,ASSAULT,SIMPLE,false,false,67,41.779413066,-87.666968951,2018-02-04T12:00:00.000+02:00,2,4,12,2018,Violent
11214204,01/25/2018 03:10:00 PM,THEFT,RETAIL THEFT,true,false,44,41.737750767,-87.604855911,2018-01-25T15:10:00.000+02:00,1,25,15,2018,Non-Violent
11196404,01/05/2018 07:40:00 PM,THEFT,RETAIL THEFT,false,false,24,41.895732399,-87.687784384,2018-01-05T19:40:00.000+02:00,1,5,19,2018,Non-Violent
11220373,02/01/2018 03:00:00 AM,THEFT,$500 AND UNDER,false,false,5,41.941329375,-87.683693168,2018-02-01T03:00:00.000+02:00,2,1,3,2018,Non-Violent
11196634,01/05/2018 07:30:00 PM,ASSAULT,SIMPLE,false,false,69,41.766610297,-87.61407476,2018-01-05T19:30:00.000+02:00,1,5,19,2018,Violent
11197693,01/07/2018 11:45:00 AM,THEFT,FROM BUILDING,false,false,30,41.848809325,-87.72101749,2018-01-07T11:45:00.000+02:00,1,7,11,2018,Non-Violent
11218263,01/30/2018 11:20:00 AM,CRIMINAL TRESPASS,TO LAND,true,false,32,41.879499198,-87.627002693,2018-01-30T11:20:00.000+02:00,1,30,11,2018,Non-Violent
11200814,01/10/2018 07:52:00 PM,NARCOTICS,POSS: HEROIN(WHITE),true,false,69,41.752114055,-87.605224922,2018-01-10T19:52:00.000+02:00,1,10,19,2018,Non-Violent
11221496,02/02/2018 08:02:00 PM,NARCOTICS,POSS: HEROIN(WHITE),true,false,43,41.751906995,-87.553191248,2018-02-02T20:02:00.000+02:00,2,2,20,2018,Non-Violent
11213028,01/22/2018 09:00:00 AM,ASSAULT,SIMPLE,false,false,3,41.954892271,-87.650754774,2018-01-22T09:00:00.000+02:00,1,22,9,2018,Violent
11192858,01/01/2018 04:50:00 PM,BATTERY,SIMPLE,false,false,42,41.78208803,-87.614063137,2018-01-01T16:50:00.000+02:00,1,1,16,2018,Violent
11196583,01/05/2018 10:51:00 PM,ROBBERY,ARMED: HANDGUN,false,false,32,41.871362551,-87.63058763,2018-01-05T22:51:00.000+02:00,1,5,22,2018,Violent
11220406,02/01/2018 04:40:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,66,41.784695402,-87.686582123,2018-02-01T16:40:00.000+02:00,2,1,16,2018,Violent
11222886,02/04/2018 02:55:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,27,41.874893494,-87.697287444,2018-02-04T14:55:00.000+02:00,2,4,14,2018,Violent
11215772,01/27/2018 01:55:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,true,false,73,41.708762127,-87.641191195,2018-01-27T13:55:00.000+02:00,1,27,13,2018,Non-Violent
11197248,01/06/2018 06:44:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,true,false,27,41.871481309,-87.71314587,2018-01-06T18:44:00.000+02:00,1,6,18,2018,Non-Violent
11195524,01/04/2018 05:20:00 PM,BATTERY,AGGRAVATED - HANDGUN,false,false,26,41.871423156,-87.72536551,2018-01-04T17:20:00.000+02:00,1,4,17,2018,Violent
11216117,01/27/2018 11:10:00 PM,ASSAULT,SIMPLE,false,false,53,41.684229864,-87.625309487,2018-01-27T23:10:00.000+02:00,1,27,23,2018,Violent
11209462,01/20/2018 06:15:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,42,41.778384336,-87.604656531,2018-01-20T18:15:00.000+02:00,1,20,18,2018,Violent
11221182,02/02/2018 12:09:00 PM,THEFT,OVER $500,false,false,71,41.740635186,-87.648613323,2018-02-02T12:09:00.000+02:00,2,2,12,2018,Non-Violent
11218505,01/30/2018 12:00:00 PM,CRIMINAL TRESPASS,TO LAND,true,false,32,41.884650262,-87.627915459,2018-01-30T12:00:00.000+02:00,1,30,12,2018,Non-Violent
11197842,01/07/2018 07:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,true,false,62,41.797915361,-87.717167339,2018-01-07T19:00:00.000+02:00,1,7,19,2018,Non-Violent
11209832,01/10/2018 09:00:00 AM,THEFT,$500 AND UNDER,false,false,29,41.851487242,-87.728696242,2018-01-10T09:00:00.000+02:00,1,10,9,2018,Non-Violent
11207375,01/15/2018 10:15:00 AM,OTHER OFFENSE,TELEPHONE THREAT,false,true,67,41.772324861,-87.654831089,2018-01-15T10:15:00.000+02:00,1,15,10,2018,Non-Violent
11192814,01/01/2018 04:30:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,43,41.764802087,-87.576941433,2018-01-01T16:30:00.000+02:00,1,1,16,2018,Violent
11214948,01/25/2018 07:00:00 PM,THEFT,$500 AND UNDER,false,false,63,41.80288982,-87.689476369,2018-01-25T19:00:00.000+02:00,1,25,19,2018,Non-Violent
11206942,01/15/2018 04:00:00 AM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,false,false,31,41.854980383,-87.656340424,2018-01-15T04:00:00.000+02:00,1,15,4,2018,Non-Violent
11197363,01/05/2018 02:00:00 PM,THEFT,$500 AND UNDER,false,false,40,41.782861937,-87.623774464,2018-01-05T14:00:00.000+02:00,1,5,14,2018,Non-Violent
11212042,01/22/2018 03:00:00 PM,CRIMINAL TRESPASS,TO LAND,false,false,77,41.995456826,-87.666596116,2018-01-22T15:00:00.000+02:00,1,22,15,2018,Non-Violent
11220700,02/01/2018 08:44:00 PM,CRIMINAL TRESPASS,TO RESIDENCE,false,false,25,41.883209435,-87.764962093,2018-02-01T20:44:00.000+02:00,2,1,20,2018,Non-Violent
11205584,01/16/2018 01:20:00 PM,THEFT,OVER $500,false,false,60,41.843400911,-87.660297645,2018-01-16T13:20:00.000+02:00,1,16,13,2018,Non-Violent
11200409,01/10/2018 02:30:00 PM,NARCOTICS,POSS: HEROIN(WHITE),true,false,27,41.872336473,-87.718053942,2018-01-10T14:30:00.000+02:00,1,10,14,2018,Non-Violent
11215418,01/27/2018 05:00:00 AM,BATTERY,AGGRAVATED - HANDGUN,false,false,53,41.675634814,-87.633409079,2018-01-27T05:00:00.000+02:00,1,27,5,2018,Violent
11202508,01/12/2018 01:41:00 PM,ASSAULT,SIMPLE,false,false,43,41.761218589,-87.576191815,2018-01-12T13:41:00.000+02:00,1,12,13,2018,Violent
11209845,01/19/2018 06:20:00 PM,THEFT,$500 AND UNDER,false,false,17,41.952897791,-87.787860507,2018-01-19T18:20:00.000+02:00,1,19,18,2018,Non-Violent
11203405,01/13/2018 05:30:00 PM,BATTERY,SIMPLE,false,false,46,41.751342079,-87.56137777,2018-01-13T17:30:00.000+02:00,1,13,17,2018,Violent
11199216,01/09/2018 10:30:00 AM,MOTOR VEHICLE THEFT,AUTOMOBILE,false,false,63,41.799934918,-87.704964513,2018-01-09T10:30:00.000+02:00,1,9,10,2018,Non-Violent
11218767,01/30/2018 07:04:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,true,false,43,41.765755571,-87.576292427,2018-01-30T19:04:00.000+02:00,1,30,19,2018,Non-Violent
11200108,01/10/2018 08:24:00 AM,BATTERY,SIMPLE,false,true,68,41.780908644,-87.649677275,2018-01-10T08:24:00.000+02:00,1,10,8,2018,Violent
11221059,02/01/2018 07:40:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,34,41.824673536,-87.631329575,2018-02-01T07:40:00.000+02:00,2,1,7,2018,Violent
11192653,01/01/2018 12:01:00 AM,CRIMINAL DAMAGE,TO PROPERTY,false,false,67,41.76502212,-87.656198299,2018-01-01T00:01:00.000+02:00,1,1,0,2018,Non-Violent
11202370,01/12/2018 03:15:00 PM,ASSAULT,AGGRAVATED: HANDGUN,false,false,29,41.866358918,-87.709806763,2018-01-12T15:15:00.000+02:00,1,12,15,2018,Violent
11216334,01/28/2018 02:20:00 AM,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,true,false,25,41.90938466,-87.765089988,2018-01-28T02:20:00.000+02:00,1,28,2,2018,Violent
11195590,01/03/2018 10:48:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,43,41.769257286,-87.581306331,2018-01-03T22:48:00.000+02:00,1,3,22,2018,Violent
11196909,01/06/2018 01:40:00 PM,ASSAULT,AGGRAVATED: HANDGUN,false,false,27,41.873321775,-87.705902161,2018-01-06T13:40:00.000+02:00,1,6,13,2018,Violent
11208839,01/18/2018 12:00:00 PM,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,false,false,39,41.806890268,-87.589834384,2018-01-18T12:00:00.000+02:00,1,18,12,2018,Non-Violent
11213633,01/25/2018 11:21:00 AM,OTHER OFFENSE,TELEPHONE THREAT,false,false,61,41.799245305,-87.674454214,2018-01-25T11:21:00.000+02:00,1,25,11,2018,Non-Violent
11202187,01/12/2018 11:20:00 AM,ASSAULT,SIMPLE,false,false,24,41.903698307,-87.667018987,2018-01-12T11:20:00.000+02:00,1,12,11,2018,Violent
11219047,01/31/2018 05:35:00 AM,ROBBERY,STRONGARM - NO WEAPON,false,false,67,41.77948038,-87.66391419,2018-01-31T05:35:00.000+02:00,1,31,5,2018,Violent
11195753,01/03/2018 03:00:00 AM,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,false,false,26,41.874288556,-87.725441164,2018-01-03T03:00:00.000+02:00,1,3,3,2018,Violent
11223345,02/05/2018 09:27:00 AM,THEFT,OVER $500,false,false,71,41.74958972,-87.665844597,2018-02-05T09:27:00.000+02:00,2,5,9,2018,Non-Violent
11201077,01/10/2018 01:00:00 PM,THEFT,$500 AND UNDER,false,false,37,41.794533814,-87.631438536,2018-01-10T13:00:00.000+02:00,1,10,13,2018,Non-Violent
11201680,01/11/2018 03:17:00 PM,THEFT,$500 AND UNDER,false,false,7,41.91229747,-87.649533476,2018-01-11T15:17:00.000+02:00,1,11,15,2018,Non-Violent
11218786,01/30/2018 09:01:00 PM,NARCOTICS,FOUND SUSPECT NARCOTICS,true,false,40,41.781576603,-87.615660095,2018-01-30T21:01:00.000+02:00,1,30,21,2018,Non-Violent
11200991,01/11/2018 05:06:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,true,true,67,41.782574883,-87.670357078,2018-01-11T05:06:00.000+02:00,1,11,5,2018,Violent
11222713,02/04/2018 05:45:00 AM,ASSAULT,AGGRAVATED: HANDGUN,false,false,29,41.866235211,-87.720473094,2018-02-04T05:45:00.000+02:00,2,4,5,2018,Violent
11204800,01/15/2018 05:31:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,false,false,24,41.89478961,-87.690449409,2018-01-15T17:31:00.000+02:00,1,15,17,2018,Non-Violent
11214330,01/26/2018 05:35:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,61,41.800662937,-87.646151874,2018-01-26T05:35:00.000+02:00,1,26,5,2018,Violent
11215926,01/25/2018 08:57:00 AM,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,false,false,8,,,2018-01-25T08:57:00.000+02:00,1,25,8,2018,Non-Violent
11209643,01/21/2018 04:30:00 AM,BATTERY,AGGRAVATED: HANDGUN,false,false,2,41.987267534,-87.689563935,2018-01-21T04:30:00.000+02:00,1,21,4,2018,Violent
11213407,01/24/2018 11:30:00 PM,THEFT,RETAIL THEFT,false,false,32,41.867414944,-87.627231186,2018-01-24T23:30:00.000+02:00,1,24,23,2018,Non-Violent
11198181,01/08/2018 10:09:00 AM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,true,true,71,41.749780682,-87.667066613,2018-01-08T10:09:00.000+02:00,1,8,10,2018,Violent
11222731,02/03/2018 06:00:00 PM,THEFT,OVER $500,false,false,48,41.729160106,-87.58548161,2018-02-03T18:00:00.000+02:00,2,3,18,2018,Non-Violent
11220170,01/31/2018 05:45:00 PM,THEFT,POCKET-PICKING,false,false,8,41.903775756,-87.639324074,2018-01-31T17:45:00.000+02:00,1,31,17,2018,Non-Violent
11208858,01/19/2018 02:10:00 PM,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,false,false,25,41.869163856,-87.770993928,2018-01-19T14:10:00.000+02:00,1,19,14,2018,Violent
11222832,02/03/2018 05:00:00 PM,CRIMINAL DAMAGE,TO VEHICLE,false,false,28,41.874628587,-87.683788939,2018-02-03T17:00:00.000+02:00,2,3,17,2018,Non-Violent
11220011,01/31/2018 11:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,false,false,14,41.961003292,-87.723330791,2018-01-31T11:00:00.000+02:00,1,31,11,2018,Non-Violent
11217262,01/24/2018 08:00:00 AM,ASSAULT,SIMPLE,false,false,4,41.974953796,-87.701323687,2018-01-24T08:00:00.000+02:00,1,24,8,2018,Violent
11196110,01/05/2018 01:00:00 PM,THEFT,RETAIL THEFT,false,false,65,41.754592961,-87.741528537,2018-01-05T13:00:00.000+02:00,1,5,13,2018,Non-Violent
11201253,01/11/2018 04:37:00 AM,OTHER OFFENSE,TELEPHONE THREAT,false,false,23,41.904343932,-87.73492394,2018-01-11T04:37:00.000+02:00,1,11,4,2018,Non-Violent
11202450,01/12/2018 03:00:00 PM,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,false,true,30,41.843254432,-87.728171881,2018-01-12T15:00:00.000+02:00,1,12,15,2018,Non-Violent
11222766,02/04/2018 08:00:00 AM,CRIMINAL DAMAGE,TO PROPERTY,false,false,22,41.921757573,-87.724244889,2018-02-04T08:00:00.000+02:00,2,4,8,2018,Non-Violent
11212294,01/23/2018 07:45:00 PM,ROBBERY,ARMED: HANDGUN,false,false,28,41.86557542,-87.671313862,2018-01-23T19:45:00.000+02:00,1,23,19,2018,Violent
11194101,01/03/2018 12:29:00 PM,THEFT,RETAIL THEFT,false,false,19,41.923976215,-87.766294416,2018-01-03T12:29:00.000+02:00,1,3,12,2018,Non-Violent
11192257,01/01/2018 01:13:00 AM,CRIMINAL DAMAGE,TO PROPERTY,false,false,69,41.765089765,-87.614044091,2018-01-01T01:13:00.000+02:00,1,1,1,2018,Non-Violent
11197275,01/06/2018 10:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,false,true,43,41.769845753,-87.57231828,2018-01-06T22:00:00.000+02:00,1,6,22,2018,Violent
11202598,01/12/2018 06:45:00 PM,DECEPTIVE PRACTICE,FORGERY,true,false,67,41.770362952,-87.664705498,2018-01-12T18:45:00.000+02:00,1,12,18,2018,Non-Violent
11192390,01/01/2018 04:23:00 AM,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,false,true,23,41.899095398,-87.718013856,2018-01-01T04:23:00.000+02:00,1,1,4,2018,Non-Violent
11217655,01/29/2018 08:30:00 AM,THEFT,$500 AND UNDER,false,false,49,41.68543018,-87.612673218,2018-01-29T08:30:00.000+02:00,1,29,8,2018,Non-Violent
11223376,02/05/2018 07:30:00 AM,ROBBERY,STRONGARM - NO WEAPON,false,false,16,41.946488939,-87.718661096,2018-02-05T07:30:00.000+02:00,2,5,7,2018,Violent
11209282,01/16/2018 03:00:00 PM,THEFT,$500 AND UNDER,false,false,43,41.767116798,-87.570906274,2018-01-16T15:00:00.000+02:00,1,16,15,2018,Non-Violent
11222264,02/03/2018 02:40:00 PM,DECEPTIVE PRACTICE,COMPUTER FRAUD,false,false,32,41.886202772,-87.620685715,2018-02-03T14:40:00.000+02:00,2,3,14,2018,Non-Violent
11216693,01/28/2018 03:47:00 PM,THEFT,RETAIL THEFT,false,false,22,41.931403963,-87.686686143,2018-01-28T15:47:00.000+02:00,1,28,15,2018,Non-Violent
11221960,02/03/2018 01:30:00 PM,OTHER OFFENSE,TELEPHONE THREAT,false,false,4,41.968636934,-87.687081926,2018-02-03T13:30:00.000+02:00,2,3,13,2018,Non-Violent
11201503,01/11/2018 11:50:00 AM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,false,false,65,41.775728867,-87.715330376,2018-01-11T11:50:00.000+02:00,1,11,11,2018,Non-Violent
11210027,01/21/2018 03:00:00 PM,BURGLARY,UNLAWFUL ENTRY,false,false,53,41.671938901,-87.623679963,2018-01-21T15:00:00.000+02:00,1,21,15,2018,Non-Violent
11206670,01/17/2018 05:02:00 PM,THEFT,RETAIL THEFT,true,false,32,41.883500187,-87.627876698,2018-01-17T17:02:00.000+02:00,1,17,17,2018,Non-Violent
11219073,01/31/2018 05:00:00 AM,THEFT,RETAIL THEFT,true,false,41,41.795190552,-87.588007653,2018-01-31T05:00:00.000+02:00,1,31,5,2018,Non-Violent
11211135,01/20/2018 12:00:00 AM,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,false,false,6,41.940111723,-87.668962965,2018-01-20T00:00:00.000+02:00,1,20,0,2018,Non-Violent
11212339,01/23/2018 09:50:00 PM,ASSAULT,AGGRAVATED: HANDGUN,false,false,38,41.80857747,-87.607777054,2018-01-23T21:50:00.000+02:00,1,23,21,2018,Violent
11207295,01/18/2018 01:12:00 PM,BATTERY,SIMPLE,false,true,67,41.76968909,-87.657879472,2018-01-18T13:12:00.000+02:00,1,18,13,2018,Violent
11193215,01/02/2018 11:00:00 AM,CRIMINAL DAMAGE,TO VEHICLE,false,false,66,41.782250451,-87.693481387,2018-01-02T11:00:00.000+02:00,1,2,11,2018,Non-Violent
11193760,01/02/2018 10:00:00 PM,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,true,false,53,41.685180281,-87.62411657,2018-01-02T22:00:00.000+02:00,1,2,22,2018,Non-Violent
11218449,01/28/2018 09:00:00 PM,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,false,false,19,41.928274887,-87.771004268,2018-01-28T21:00:00.000+02:00,1,28,21,2018,Non-Violent
